response_ID,Stadsdeel,Contact_gehad,freqcontact,Categorie_contact,Totstand,polben_Controlestraat,polben_Controleverkeer,polben_Verkeerdstraat,polben_Verkeerdverkeer,polben_Praatje,polben_Anders,polben_geenantwoord,Polben_hulp,Polben_thuis,Polben_uiterlijk,Polben_overig,Polben_bevragen,Polben_verdacht,Polben_locatie,Polben_aansprekenvriend,Polben_informatiegeven,Polben_teruggeven,Polben_verkeersongeval,Polben_arrestatie,stel_terecht,Onterecht_niksverkeerd,Onterecht_etniciteit,Onterecht_onschuldig,Onterecht_niksverkeerdverkeer,Onterecht_nietenige,Onterecht_Overig,Onterecht_onterecht,Onterecht_onduidelijk,Onterecht_overlast,Onterecht_nietingevuld,Onterecht_onbeleefdagent,stel_achtergrond,polben_gevolg_niets,polben_gevolg_waarschuwing,polben_gevolg_bekeuring,polben_gevolg_anders,polben_gevolg_nvt,polben_gevolg_geenantwoord,polben_gevolg_praatjemaken,polben_gevolg_controle,polben_gevolg_info,polben_gevolg_weggerend,polben_gevolg_staande,polben_gevolg_beslag,pobent_gevolg_overig,pobent_gevolg_hulp,waarom_zelfben,stel_beleefd,stel_luisteren,stel_rechtvaardig,rapportcijfer,Geslacht,Leeftijd,Leeftijdscategorie,Herkomst_def,opleidingnu_nee,opleidingnu_LBO_VMBO,opleidingnu_MAVO_VMBO_ULO_MULO,opleidingnu_HAVO_VWO_HBS_MMS,opleidingnu_MBO_BOL_BBL,opleidingnu_HBO,opleidingnu_WO,opleidingnu_anders,opleidingnu_nietzeggen,opleidingnu_geenantwoord,hoogstafgerond,stel_rondkomen
49890535,West,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1,Man,21,20 tot 34,Marokkaans,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"MBO, BOL, BBL",Helemaal mee eens
50715342,Noord,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,7,Man,21,20 tot 34,Marokkaans,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50448337,Noord,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,10,Vrouw,21,20 tot 34,Surinaams,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"Mavo, VMBO-T of gemengde leerweg, ULO, MULO",Beetje mee eens
50796167,Nieuw-West,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,8,Man,21,20 tot 34,Surinaams,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,"Havo, VWO, HBS, MMS",Beetje mee eens
49904225,Oost,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,8,Man,21,20 tot 34,Surinaams,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,WO,Helemaal mee eens
50376383,Oost,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,7,Vrouw,21,20 tot 34,Surinaams,99999,99999,99999,99999,99999,HBO,99999,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50068135,West,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,7,Man,21,20 tot 34,Turks,99999,99999,99999,99999,99999,HBO,99999,99999,99999,99999,"Havo, VWO, HBS, MMS",Beetje mee eens
50253793,Zuidoost,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,7,Man,21,20 tot 34,Turks,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,"Mavo, VMBO-T of gemengde leerweg, ULO, MULO",Beetje mee eens
50629545,Centrum,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,7,Man,21,20 tot 34,Westers,99999,99999,99999,99999,99999,HBO,99999,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50160825,Zuid,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,6,Man,21,20 tot 34,Westers,99999,99999,99999,99999,99999,99999,99999,"Anders, namelijk…",99999,99999,"Anders, namelijk…",Beetje mee eens
50094236,Zuid,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,8,Vrouw,21,20 tot 34,Westers,99999,99999,99999,99999,99999,HBO,99999,99999,99999,99999,HBO,Helemaal mee eens
50253523,Zuid,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,7,Vrouw,21,20 tot 34,Westers,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50624780,Oost,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,7,Man,21,20 tot 34,Westers,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee oneens
50789719,Centrum,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,7,Vrouw,21,20 tot 34,Westers,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50800775,Zuid,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,8,Vrouw,21,20 tot 34,Overig niet-Westers,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,WO,"Niet mee eens, niet mee oneens"
50534362,Centrum,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,9,Man,21,20 tot 34,Overig niet-Westers,99999,99999,99999,99999,99999,HBO,99999,99999,99999,99999,"Anders, namelijk…",Helemaal mee eens
50798184,Noord,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,7,Vrouw,21,20 tot 34,Overig niet-Westers,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,WO,Beetje mee oneens
50519669,Zuidoost,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,3,Vrouw,21,20 tot 34,Overig niet-Westers,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50723179,Centrum,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,6,Vrouw,21,20 tot 34,Overig niet-Westers,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50457815,Zuidoost,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,7,Vrouw,21,20 tot 34,Overig niet-Westers,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"Mavo, VMBO-T of gemengde leerweg, ULO, MULO",Helemaal mee eens
50064806,West,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,8,Man,21,20 tot 34,Overig niet-Westers,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50799523,Zuidoost,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,5,Vrouw,21,20 tot 34,Overig niet-Westers,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"MBO, BOL, BBL",Helemaal mee eens
50073864,West,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,10,Man,21,20 tot 34,Onbekend,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"MBO, BOL, BBL",Helemaal mee eens
50068313,Noord,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,5,Vrouw,21,20 tot 34,Onbekend,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"MBO, BOL, BBL",Beetje mee eens
50621076,Noord,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,4,Vrouw,21,20 tot 34,Onbekend,99999,99999,99999,99999,99999,HBO,99999,99999,99999,99999,"MBO, BOL, BBL",Helemaal mee eens
50163865,Noord,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,7,Vrouw,20,20 tot 34,Nederlands,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"Lager Beroepsonderwijs (LBO, LTS), VMBO -B of -K","Niet mee eens, niet mee oneens"
50253711,Centrum,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,9,Vrouw,20,20 tot 34,Nederlands,99999,99999,99999,99999,99999,HBO,99999,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50118650,Centrum,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,6,Vrouw,20,20 tot 34,Nederlands,99999,99999,99999,99999,99999,HBO,99999,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
49889326,Noord,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,5,Man,20,20 tot 34,Nederlands,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"Mavo, VMBO-T of gemengde leerweg, ULO, MULO",Helemaal mee eens
50683030,Centrum,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,8,Vrouw,20,20 tot 34,Nederlands,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,"Havo, VWO, HBS, MMS","Niet mee eens, niet mee oneens"
50767301,Zuid,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,6,Man,20,20 tot 34,Nederlands,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,WO,Helemaal mee eens
50075024,Nieuw-West,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,7,Vrouw,20,20 tot 34,Westers,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"MBO, BOL, BBL",Helemaal mee eens
50243969,West,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,8,Man,20,20 tot 34,Nederlands,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,HBO,Helemaal mee eens
50540724,West,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,7,Man,20,20 tot 34,Nederlands,99999,99999,99999,99999,99999,HBO,99999,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50080604,West,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,8,Man,20,20 tot 34,Nederlands,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"MBO, BOL, BBL",Helemaal mee eens
50075868,Nieuw-West,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,3,Vrouw,20,20 tot 34,Nederlands,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50430952,Zuidoost,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,5,Man,20,20 tot 34,Nederlands,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,HBO,Helemaal mee eens
50689000,Centrum,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,6,Vrouw,20,20 tot 34,Nederlands,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"Mavo, VMBO-T of gemengde leerweg, ULO, MULO",Helemaal mee eens
50511501,Oost,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,8,Vrouw,20,20 tot 34,Nederlands,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50309827,West,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,7,Man,20,20 tot 34,Nederlands,99999,99999,99999,99999,99999,HBO,99999,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50630744,Zuid,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,7,Man,20,20 tot 34,Nederlands,99999,99999,99999,99999,99999,HBO,99999,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50558752,Zuid,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,8,Man,20,20 tot 34,Nederlands,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,WO,Helemaal mee eens
50064991,Westpoort,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,7,Vrouw,20,20 tot 34,Nederlands,99999,99999,99999,99999,99999,HBO,99999,99999,99999,99999,"Havo, VWO, HBS, MMS","Niet mee eens, niet mee oneens"
50254739,Noord,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,6,Vrouw,20,20 tot 34,Nederlands,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50576490,Centrum,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,4,Man,20,20 tot 34,Nederlands,99999,99999,99999,99999,99999,HBO,99999,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50620099,Zuid,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,8,Vrouw,20,20 tot 34,Nederlands,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"MBO, BOL, BBL",Beetje mee eens
50789487,Centrum,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,9,Vrouw,20,20 tot 34,Nederlands,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50458415,Zuidoost,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,7,Man,20,20 tot 34,Nederlands,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50244848,Centrum,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,9,Vrouw,20,20 tot 34,Nederlands,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50625325,West,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,7,Gender non-binair,20,20 tot 34,Nederlands,99999,99999,99999,99999,99999,HBO,99999,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50084515,West,Nee,0,Geen contact,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,6,Man,20,20 tot 34,Voormalig Nederlandse Antillen,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"Lager Beroepsonderwijs (LBO, LTS), VMBO -B of -K",Beetje mee eens
